,status_group
7612,functional
44101,non functional
13107,functional
53700,non functional
56373,non functional
47230,functional
40900,functional
46106,functional
35321,functional needs repair
18822,functional
12087,non functional
33940,functional
18,functional needs repair
44221,functional
2813,functional
14292,non functional
536,functional
58973,functional
21321,non functional
29098,functional
52367,non functional
38360,non functional
27053,non functional
29168,functional
32006,functional
19631,non functional
15728,non functional
26917,functional
58655,non functional
42271,non functional
49177,functional
46218,non functional
13154,non functional
41706,functional
54632,functional
48230,functional
54237,non functional
50850,non functional
135,functional
36596,functional
49656,functional
23001,non functional
39748,functional
56153,functional
46298,functional
40889,functional
8604,functional
28744,functional
48773,non functional
18242,functional
19595,functional needs repair
38286,non functional
58292,functional
10525,functional
43059,functional
7946,non functional
332,functional
42345,functional
33631,functional
726,functional
56199,functional
15178,non functional
45626,functional
1653,functional
4666,non functional
48535,non functional
30713,non functional
51640,functional
49290,functional
29897,functional
466,non functional
28624,non functional
57887,functional
3208,functional
40048,functional
13420,functional
48397,functional
32108,functional needs repair
14276,functional
15433,functional
19769,functional
40027,functional needs repair
41369,functional
42285,functional
24243,functional
44460,non functional
1257,functional needs repair
19357,functional
47700,functional
48159,functional
30828,non functional
43960,non functional
43866,non functional
23454,non functional
29299,functional
38870,non functional
19246,functional
35396,functional
18473,functional needs repair
1002,functional
26526,functional
17463,non functional
23008,functional needs repair
46252,functional needs repair
22838,functional
31235,functional
45138,functional
56119,non functional
25678,functional
11048,functional
35607,non functional
23975,functional
31623,non functional
23168,functional
44646,functional
31803,functional needs repair
7845,functional
11722,non functional
8217,functional
20476,non functional
44162,functional
41434,non functional
49754,functional
2865,non functional
48572,functional
27078,functional needs repair
40547,non functional
12566,non functional
40454,functional
10765,non functional
17269,functional
35104,functional
18390,functional
40453,functional
28941,functional needs repair
40337,functional
33764,non functional
53213,non functional
23328,functional
6079,functional needs repair
40180,functional
13417,functional
49576,functional
28181,non functional
7213,functional
8917,functional
5811,functional
3299,functional
16005,non functional
51398,functional
5533,functional
50449,non functional
37659,non functional
42123,functional
34150,functional
28002,non functional
36622,non functional
10516,non functional
49409,non functional
54343,functional
11327,functional
38739,functional needs repair
11433,non functional
44873,non functional
20176,functional needs repair
43452,functional
262,non functional
2932,functional
15321,functional needs repair
25336,functional
31958,non functional
1863,functional
39262,non functional
39025,functional needs repair
45380,functional
17685,non functional
6450,non functional
46307,functional needs repair
14953,functional
19377,functional needs repair
33813,non functional
40254,non functional
3802,non functional
15733,non functional
33199,non functional
40311,functional
37257,functional
19991,non functional
40488,functional
18058,functional
31410,functional
7990,non functional
5736,functional
57893,functional
31733,functional
18494,functional
13234,non functional
166,functional
1374,non functional
4495,functional
4019,functional
45211,functional
1031,non functional
52706,functional
29021,non functional
24466,functional
41145,functional
57763,non functional
42125,functional
42702,non functional
58169,functional
39647,non functional
28556,functional needs repair
14450,non functional
30698,functional needs repair
16554,functional
41207,functional
35292,non functional
19588,non functional
36314,functional
55707,non functional
17070,functional
16916,functional
55471,non functional
50595,functional
39287,non functional
32994,functional
5531,functional
8693,non functional
31090,non functional
40101,functional
56100,functional
37072,non functional
14788,non functional
30319,functional
37990,non functional
45271,non functional
5997,functional
4918,functional
27112,functional
54655,functional
8672,functional
32434,non functional
54896,functional
18278,non functional
45315,functional
14348,non functional
6576,functional
5504,non functional
40869,functional
17644,functional
28482,non functional
29013,non functional
58765,functional
55392,functional
50248,non functional
18086,non functional
25905,functional
47407,functional
5939,non functional
18614,non functional
49593,non functional
45604,functional
15144,functional
27386,functional
1198,non functional
22647,non functional
33694,non functional
23065,functional
14773,functional
47675,functional
15048,functional
24550,non functional
7882,functional
21261,non functional
51848,functional
44311,non functional
30793,functional
46195,functional
1793,functional
58223,non functional
20989,functional
44422,non functional
54392,functional needs repair
37466,functional
25400,functional
1436,functional
36072,functional
26499,non functional
54683,non functional
18821,non functional
11584,functional
56890,functional
20066,non functional
42294,functional
35963,functional
22558,functional
579,functional
23329,non functional
47237,non functional
48329,non functional
7867,non functional
37233,functional needs repair
33310,functional
24183,functional needs repair
21,functional
17038,functional
23737,non functional
33140,non functional
35024,functional
58924,functional
12713,non functional
24713,functional
36117,functional
20896,non functional
2917,functional
23393,functional
56785,functional
58588,functional needs repair
23226,functional
43038,functional
34063,functional
49092,non functional
56187,functional
50901,functional
4053,functional needs repair
30327,non functional
48993,functional needs repair
8835,non functional
822,non functional
34628,non functional
5017,functional
6553,functional
53544,functional
47996,functional
29366,functional
56136,non functional
5076,non functional
37352,functional
28892,non functional
3237,functional
50741,functional
4586,functional
28674,non functional
53981,functional
6006,functional
29274,functional
45114,non functional
6845,functional
43566,non functional
54659,functional
26171,non functional
45334,functional
10251,functional
7987,functional
22200,non functional
4400,non functional
13330,functional
31344,non functional
5350,functional
7049,functional
33135,functional needs repair
47198,non functional
8117,functional needs repair
25237,functional
38466,functional
56005,functional
19820,functional
24039,functional
12212,functional
16799,non functional
9128,functional
3485,functional
48601,non functional
11091,functional
5108,functional
22289,non functional
51787,functional
23684,non functional
5069,functional
51311,functional needs repair
34538,functional
7712,functional
12692,non functional
44972,functional
19505,non functional
54128,functional
9154,functional
39877,non functional
842,non functional
34099,non functional
14447,functional needs repair
679,functional
3822,functional
54467,non functional
4776,functional
9532,functional
39354,non functional
11758,functional
7585,non functional
21332,functional
15834,functional
32186,functional
40313,functional
46897,functional
1307,functional
40946,functional
15775,functional
21994,functional
15680,non functional
39377,non functional
6904,functional
7158,functional
1901,non functional
31129,functional
28463,functional
10316,functional
33034,functional
21490,non functional
14069,functional
46728,non functional
9765,functional needs repair
21538,functional
25979,non functional
9018,non functional
33247,non functional
34324,non functional
3569,functional
47642,functional needs repair
31966,functional
54384,non functional
35906,non functional
23749,non functional
50433,functional
52274,non functional
45089,functional
50755,non functional
4830,functional
51644,functional
26818,functional
32446,non functional
6552,non functional
10057,functional
56703,functional
31491,non functional
41451,functional
47276,functional
27668,functional
58603,non functional
27279,functional
46455,non functional
13611,functional
17417,functional needs repair
33382,non functional
34566,non functional
35252,functional
33639,functional
45896,functional
31185,functional
17033,functional
28337,functional
21429,non functional
26024,non functional
1047,non functional
34025,functional
12250,functional
17171,functional
28659,functional
41050,functional
34602,functional needs repair
33676,non functional
27064,functional
11352,non functional
58802,non functional
6669,non functional
34017,non functional
29707,functional
31580,non functional
36123,non functional
7186,functional
18779,functional
41906,non functional
48389,non functional
36298,functional
3678,functional
21005,functional
52605,functional
46264,functional
6701,functional
56387,functional
28110,functional
42418,functional
30944,functional
8682,functional needs repair
22378,functional
50218,functional
34319,non functional
68,non functional
22104,functional needs repair
44617,functional
13544,non functional
50033,non functional
16704,functional
12239,non functional
49604,functional
20202,functional
44428,non functional
31679,functional
47349,functional
6952,functional
7791,non functional
17699,non functional
48435,functional
226,functional
19818,functional needs repair
17858,non functional
508,non functional
29726,non functional
26041,functional
20788,non functional
8747,functional
37511,non functional
43284,non functional
50787,functional needs repair
28731,non functional
37306,non functional
25779,functional
39999,non functional
51012,functional
45369,functional
4015,non functional
25837,non functional
51957,functional
33183,non functional
51421,functional
47745,functional
49554,functional
1937,functional needs repair
43882,functional
58139,functional
32011,non functional
9933,non functional
14090,non functional
45033,functional needs repair
14699,non functional
36731,functional
53319,functional
15304,non functional
57647,non functional
56088,non functional
22774,non functional
54559,non functional
26828,functional
17310,non functional
41935,functional
19542,functional needs repair
47791,functional
19423,non functional
18646,non functional
46471,functional needs repair
44603,non functional
54275,functional
19681,non functional
46015,non functional
56201,non functional
11046,non functional
9014,functional
49960,non functional
51603,functional needs repair
5301,functional needs repair
34446,non functional
4148,non functional
49867,functional
3504,functional
3483,non functional
40104,functional
46423,non functional
43568,functional
18085,non functional
51455,functional
52956,functional
24860,non functional
44447,functional
5473,functional
44087,functional
20801,functional
35326,functional needs repair
42544,functional
46959,functional
33932,non functional
54737,functional
47860,functional
17663,functional
40773,functional
38758,functional
21692,functional
15761,functional
289,non functional
18655,functional
30383,non functional
35807,functional
45129,non functional
36906,functional
39597,functional
10526,non functional
40839,functional
6440,functional needs repair
24617,functional
36223,non functional
39793,non functional
35088,functional needs repair
39977,functional
32869,functional
29852,functional
32951,non functional
44991,functional
7787,functional
32656,functional
55901,functional
29651,functional
11541,functional
13887,non functional
27660,non functional
36813,non functional
21210,non functional
19850,functional
48442,non functional
9533,functional
53957,functional needs repair
3303,non functional
58028,non functional
47315,functional
51069,non functional
10975,functional
15850,functional
6897,non functional
8559,functional
46925,functional
59328,functional needs repair
34729,functional
33984,functional
1493,non functional
26107,functional
54075,non functional
11562,functional
57952,functional
42260,functional
29745,non functional
4239,functional
52846,functional
23705,functional needs repair
30434,functional
1992,functional needs repair
5986,non functional
238,functional needs repair
17575,non functional
34453,functional
54616,functional
4343,functional
41135,functional needs repair
29401,functional
13358,non functional
52639,non functional
34092,functional
48858,functional
17149,non functional
304,functional
3605,non functional
14259,functional
19326,non functional
16606,functional
11097,functional
49288,non functional
30300,functional
52097,functional
56075,non functional
56682,non functional
16322,functional
5148,functional
16338,non functional
5062,functional
49338,functional
57422,functional
25069,functional
33716,non functional
38654,functional needs repair
54246,functional
7472,functional
34807,functional
20670,functional
4434,functional
39236,non functional
40886,non functional
28155,functional
11958,non functional
2967,non functional
44721,non functional
33283,non functional
1803,functional
18017,functional
47748,functional
52482,non functional
43152,non functional
4323,functional
27725,functional
27550,functional
3268,non functional
52180,non functional
56567,functional
48746,non functional
15011,functional
39624,non functional
45063,functional needs repair
47844,functional
14261,non functional
52204,functional
13633,functional
2307,non functional
12214,non functional
46821,non functional
35606,non functional
53471,functional
43454,non functional
8560,functional
24442,non functional
4561,functional
6389,functional
14298,functional
29988,functional
3248,non functional
26708,functional needs repair
11245,functional
16741,non functional
39444,non functional
39488,non functional
57386,functional
32500,non functional
40612,functional
7667,non functional
28831,non functional
28520,functional needs repair
4431,functional
58976,functional
57001,functional
34523,functional
9003,functional
16452,non functional
1067,functional
49311,functional
19118,functional
20755,non functional
52487,functional
57362,functional
423,functional
43930,functional needs repair
39926,functional
39048,functional
44479,functional
48163,functional
18103,non functional
11618,non functional
15019,non functional
19759,functional needs repair
28126,non functional
35010,functional needs repair
45162,functional
38727,functional
46536,functional needs repair
45145,functional
6160,functional needs repair
36472,functional
56524,functional
45054,non functional
45091,non functional
3285,functional
45182,functional
13062,non functional
17910,functional
17425,non functional
38786,non functional
33235,non functional
15227,non functional
24274,non functional
58195,functional
43428,non functional
52361,functional
37434,functional
18976,non functional
58718,non functional
48349,functional
48796,non functional
53253,functional
21783,functional
47100,non functional
31073,non functional
11040,non functional
11223,non functional
38613,functional
15121,functional
39097,functional needs repair
37716,functional
23452,functional
28173,functional
21327,functional
27155,functional needs repair
24775,non functional
26640,non functional
48630,functional
8057,non functional
48020,functional
50301,functional
29748,functional
12356,functional
58866,functional
46157,non functional
54828,functional
42259,functional
7930,functional
30615,non functional
24174,functional
58264,functional needs repair
36678,non functional
12775,non functional
2273,non functional
46905,functional
43942,functional
58905,functional
12845,non functional
55990,non functional
20302,non functional
18391,functional
50537,non functional
45789,functional
47291,functional
21969,functional
25701,non functional
40629,functional
28582,functional
4523,functional needs repair
5576,non functional
29146,non functional
8845,non functional
33757,functional
1924,functional
41585,functional
57536,non functional
108,non functional
14148,functional
17587,functional needs repair
48266,non functional
55012,functional needs repair
1449,functional
30428,functional
2503,functional
50791,functional
38409,functional
41873,functional
38101,functional
140,non functional
1614,functional
58165,non functional
14114,functional needs repair
29088,functional
45429,functional
48579,functional needs repair
53511,functional
35524,functional
45102,non functional
35844,functional needs repair
25570,functional
1434,functional
59145,non functional
40212,functional
738,functional needs repair
36079,functional
25903,non functional
29389,functional needs repair
24756,functional
50082,functional
4044,functional needs repair
45540,functional needs repair
25297,functional needs repair
42386,functional
17522,non functional
48948,non functional
12194,non functional
28966,functional needs repair
54265,non functional
58906,non functional
22458,functional
36129,non functional
27144,functional
48875,non functional
26611,non functional
26220,functional needs repair
9976,functional
6697,non functional
49154,functional
31790,non functional
10751,functional
24688,functional needs repair
6704,functional
708,non functional
6154,functional
27325,functional
5031,non functional
42035,non functional
14030,functional needs repair
41173,functional
30752,functional needs repair
12756,functional
29570,functional
51288,non functional
45185,functional
51899,functional
25349,functional
50822,non functional
8513,non functional
19609,non functional
28491,non functional
15972,functional
3309,functional
41366,functional
56346,functional
44855,functional
49638,non functional
58849,functional
46990,functional
34169,non functional
35388,non functional
42497,non functional
52087,functional
58509,functional
50761,non functional
25292,functional
19483,non functional
40557,non functional
15762,functional
22718,functional
50211,functional
18026,functional
39101,functional needs repair
17426,functional
8464,functional
48696,functional
55284,non functional
31592,non functional
13705,functional
49060,functional needs repair
12595,non functional
7232,functional
56366,functional
6210,functional
58191,functional
16327,functional
8880,functional
41042,functional
9266,non functional
54505,functional
1781,non functional
14482,non functional
51711,functional
5503,functional
45940,functional
56282,non functional
28839,non functional
56926,functional
43458,functional
52928,functional
52707,non functional
10686,non functional
20255,functional
2233,functional
53137,functional
32399,functional needs repair
9307,functional
42658,non functional
5881,functional
13721,non functional
19611,functional
23015,non functional
32300,non functional
32876,functional
8995,non functional
4624,functional
40170,functional
36218,non functional
50450,non functional
48226,non functional
16867,functional
43434,non functional
12189,non functional
43847,non functional
29711,functional
29212,functional needs repair
31288,non functional
14931,functional
8503,non functional
14547,functional needs repair
47633,non functional
18126,functional
2164,non functional
8931,non functional
24802,functional
14443,non functional
14411,non functional
14824,functional
34725,functional
27188,functional
18378,functional
4757,functional
19749,non functional
33536,non functional
50992,functional
459,functional
53919,functional
48438,functional
25423,functional needs repair
52569,non functional
55960,functional
41637,functional
2237,functional
37545,non functional
26057,functional
924,non functional
13010,functional
6718,functional
43219,non functional
58885,functional
6598,functional
49520,non functional
52531,functional needs repair
28044,functional
18835,non functional
45559,non functional
47781,non functional
23080,non functional
3092,functional
47275,non functional
25831,functional
25809,functional
22474,non functional
9129,non functional
3799,functional
4439,functional
44507,functional
31323,functional
42208,functional
8346,functional
52950,non functional
34392,functional
31317,functional
53884,non functional
54037,functional
38652,functional
45053,non functional
26349,functional
33640,functional
7492,non functional
18499,functional
15518,functional
57058,functional
34205,functional
44371,functional
28615,non functional
26545,non functional
28023,functional
10390,non functional
30931,functional
5367,functional
1008,non functional
10853,functional
57999,non functional
33899,functional
52304,functional
15966,non functional
37972,functional
17820,non functional
22237,non functional
9223,non functional
31048,functional
16558,functional needs repair
45625,non functional
14189,functional
50440,non functional
35119,functional
19074,non functional
48390,functional
43995,functional
58899,functional
17899,functional
34421,functional needs repair
47202,functional needs repair
57729,functional
27854,functional
7428,functional
15428,functional
24283,non functional
1487,functional
50990,functional
20245,functional
3398,functional
35704,functional
25810,functional
45210,functional
33060,non functional
49740,functional needs repair
48791,non functional
26942,functional
19679,functional
17299,functional
43132,non functional
53808,functional needs repair
50472,functional
49610,functional
5171,non functional
51323,functional
32061,functional
52519,non functional
50583,functional
44644,functional
18363,functional
23761,non functional
52594,non functional
10346,non functional
4054,non functional
42635,functional
241,non functional
52060,functional
18990,non functional
13682,functional
58581,functional
16040,functional
44137,functional
37349,non functional
50670,functional
37428,non functional
29233,non functional
2926,functional
31215,functional
5879,functional needs repair
26838,functional
7584,functional
6445,functional needs repair
6686,non functional
44394,functional
57154,functional
12820,functional
46822,non functional
29358,functional
40076,functional
43108,non functional
26081,non functional
10736,functional
7327,non functional
38608,non functional
4848,functional needs repair
13697,functional
16746,functional needs repair
4169,non functional
4309,functional
46840,functional
53891,non functional
45597,functional needs repair
5005,functional
39137,non functional
47855,functional
26633,functional
48574,functional
38830,functional
8857,functional
12434,functional
57378,functional needs repair
40531,functional
21677,non functional
52599,non functional
55015,non functional
34704,functional
45439,functional
18819,functional
25757,functional needs repair
49254,functional
34271,non functional
56345,non functional
31396,non functional
24909,functional
26326,non functional
3823,non functional
19866,non functional
14636,non functional
54514,functional
44391,functional
42945,non functional
17355,functional
41904,non functional
19339,functional needs repair
4935,non functional
29341,non functional
25089,functional
49706,non functional
25083,non functional
57238,non functional
30735,functional
54716,functional
21629,functional
37943,functional needs repair
29569,non functional
55134,functional
42765,functional
39556,functional
56085,non functional
31582,functional
13999,non functional
59289,functional
56000,functional
15305,non functional
20908,functional
19479,functional
36257,functional
54706,functional
42600,functional
53061,non functional
43411,non functional
55989,functional
40809,non functional
39972,non functional
47200,non functional
33317,functional
4930,non functional
32966,functional
43620,functional
48805,functional
54261,non functional
38523,functional needs repair
42840,functional needs repair
2121,functional
15243,non functional
43543,functional needs repair
38231,functional
53113,functional
16490,functional
53661,functional
12554,functional
9361,functional
5198,functional
9545,non functional
43876,functional
45677,non functional
33974,non functional
42451,non functional
19177,functional
7721,non functional
1843,non functional
13314,non functional
14451,non functional
58752,non functional
53053,non functional
11336,non functional
41214,functional
22871,functional
27823,functional
9496,functional
45881,non functional
5873,non functional
2789,functional
32801,functional
29568,non functional
14595,non functional
5418,functional
22253,non functional
35536,functional
15041,functional
43114,functional needs repair
9409,functional
38436,functional
29244,functional needs repair
24558,functional
42962,non functional
2223,non functional
44026,non functional
20293,non functional
19045,functional
18828,functional
53153,functional
45697,functional
1409,functional
53649,functional
46496,functional
36294,functional
37386,functional
14038,non functional
25286,functional
44469,functional
59229,non functional
25055,functional
42108,non functional
35448,non functional
24669,functional
4607,functional
5713,non functional
52309,functional
49651,functional
26623,non functional
13863,non functional
4042,functional
17041,functional
8342,non functional
13868,non functional
53880,functional
43875,non functional
12051,functional
43231,functional
47290,functional
35239,functional
16885,functional
48077,non functional
7026,non functional
34849,functional
44908,functional needs repair
57145,non functional
5755,functional
45501,functional
35203,non functional
9334,non functional
51780,non functional
9407,functional needs repair
40951,functional needs repair
31871,functional
43548,non functional
20283,non functional
9331,functional
51494,non functional
58503,non functional
17101,non functional
33491,non functional
41289,non functional
20593,functional
44976,functional
12448,functional
55440,functional needs repair
37281,non functional
58760,functional
45569,functional
10493,functional
43692,non functional
28031,non functional
8757,functional
51629,functional
5470,non functional
25968,functional
32183,non functional
15136,functional needs repair
54321,non functional
34100,functional
12195,functional
6588,functional
57640,functional
35188,non functional
1256,functional needs repair
54487,functional
55346,functional
39522,functional
41882,functional
27636,non functional
46293,non functional
28179,functional
41684,functional
41364,functional
2035,functional
15065,functional
36168,functional
45454,non functional
5668,functional
49108,non functional
13732,non functional
47398,functional
21828,functional needs repair
49095,functional
43364,functional
12736,functional
55180,functional
24905,functional
58456,functional
16619,functional
15450,functional
11918,functional
39060,functional
25569,functional
18427,functional
32521,functional
24409,non functional
51300,non functional
18521,functional
39180,functional
38488,functional
47574,non functional
33945,functional
55567,functional
20953,functional
4314,functional
22025,functional
42055,non functional
28566,functional
19784,non functional
44208,functional
13573,functional
43871,functional
34413,non functional
56814,functional
34417,non functional
37039,functional
2361,functional needs repair
54344,functional
47036,non functional
43361,non functional
17973,functional
14399,functional
12998,functional
15854,functional
46301,functional
5220,non functional
44005,functional
57433,functional
21015,non functional
43698,non functional
33743,functional
56685,functional
35230,functional
50394,functional needs repair
23915,functional needs repair
49496,functional needs repair
3069,functional needs repair
1928,functional needs repair
42581,non functional
36378,functional
56782,functional needs repair
21916,functional
28706,non functional
19502,non functional
8759,functional
32870,functional
40051,functional
31953,functional
4744,functional
12586,non functional
39734,non functional
29073,functional
16667,functional needs repair
53747,non functional
17712,functional
25014,functional
56789,functional
38587,functional
41603,non functional
13110,non functional
28237,non functional
44664,non functional
5428,non functional
14147,non functional
4474,functional
38486,non functional
7694,non functional
24437,functional
38945,non functional
719,functional
33216,non functional
4798,functional needs repair
34366,functional
27724,non functional
40231,functional
14325,non functional
47651,functional
21987,functional
825,functional
18288,functional
36937,functional
46449,functional
19147,functional
52881,non functional
26620,functional
50459,functional needs repair
14462,non functional
38510,functional
36809,non functional
16600,functional
59385,functional
57095,non functional
13290,functional
40370,functional
20408,non functional
41107,non functional
37405,non functional
3374,non functional
40103,functional
40094,non functional
8011,functional
39133,non functional
23833,functional
41458,non functional
11822,functional
49790,functional
18374,functional needs repair
7069,functional
21022,functional
11354,non functional
44951,functional needs repair
1697,functional
28824,functional needs repair
20098,functional
20817,functional
56299,functional
51755,non functional
49676,functional
25954,non functional
54406,functional
2111,functional
23206,non functional
29402,functional
47755,functional
4581,functional
2130,non functional
11513,functional
47346,non functional
22315,functional
20875,functional
3974,functional
26959,non functional
27983,functional
13650,non functional
27253,functional needs repair
56628,non functional
53930,non functional
11521,non functional
26216,functional
44489,non functional
33414,functional
37632,functional needs repair
10567,non functional
55644,functional
17134,functional
50170,functional
13892,functional
18733,non functional
44439,non functional
20677,functional
19899,non functional
27463,functional
38776,functional
55783,functional
2913,non functional
52114,functional
15454,functional
21049,functional
15516,functional
31859,functional
47359,functional
34581,functional
34830,functional
47324,functional
13208,functional
38596,non functional
26805,functional
3945,functional needs repair
8640,functional
4383,non functional
47872,non functional
55690,functional needs repair
51524,functional
18377,functional needs repair
565,non functional
56838,functional
23884,non functional
16221,non functional
49451,functional
37135,functional
3269,functional
31675,non functional
7402,functional
19847,non functional
7743,non functional
54431,non functional
52279,functional
23194,functional
58357,non functional
2810,functional
37672,functional
18346,functional needs repair
6618,functional
12104,functional
51208,non functional
38008,functional
48708,functional needs repair
35315,functional needs repair
14102,functional
29272,non functional
8349,non functional
37818,functional needs repair
5183,functional
8767,non functional
3868,non functional
41885,non functional
59350,non functional
16255,non functional
55776,functional
55062,non functional
45141,functional
41271,non functional
50971,non functional
58245,functional
22208,functional
41531,functional
25690,functional needs repair
31256,non functional
6556,functional
46366,functional
41788,functional needs repair
6308,functional
50310,functional
34265,functional
4873,non functional
27168,functional
16652,functional
27244,non functional
21768,functional
55667,functional
10112,non functional
34215,functional
8008,non functional
19468,non functional
44850,functional
1847,functional
16413,functional needs repair
49641,non functional
11548,non functional
1572,functional
25699,non functional
25195,functional
23186,functional
2101,non functional
48015,non functional
9198,non functional
45857,functional
6979,functional
20367,functional
1887,non functional
43171,non functional
18203,functional
53951,functional
24317,non functional
3666,functional
52213,functional
11922,functional
16989,non functional
44898,functional
8360,functional
15154,functional
21483,functional
56404,non functional
12697,non functional
27293,functional
25172,functional
14949,functional
9870,non functional
54013,functional
42436,functional
35095,functional
38034,functional
3510,non functional
38641,non functional
58833,functional
57958,non functional
58650,functional
775,functional needs repair
27781,non functional
7573,functional
29023,functional needs repair
19250,functional
32234,functional
49607,non functional
2901,functional
55594,non functional
21998,functional
19599,functional
42694,non functional
43164,non functional
37482,non functional
4339,functional
14132,functional
3692,functional
14160,non functional
7682,non functional
22528,functional
56496,non functional
50685,functional
18157,non functional
35422,functional
43524,non functional
21814,non functional
2790,functional
23035,non functional
51053,non functional
58490,functional needs repair
2357,non functional
8124,functional
53545,functional
56693,functional
17765,functional
8871,functional needs repair
28233,non functional
34103,non functional
8175,functional
46695,non functional
7754,functional
6086,non functional
17123,functional
47768,functional needs repair
55627,functional
32385,functional
52986,non functional
1999,functional
21651,non functional
44218,non functional
50102,non functional
27066,non functional
15343,non functional
34547,non functional
53560,functional
52039,functional
43913,non functional
34690,functional
40259,functional
7465,non functional
3716,functional
24313,non functional
13249,functional
2470,functional
44163,functional
6530,non functional
34268,non functional
35959,non functional
18909,functional
11725,functional
54998,functional needs repair
18930,non functional
40364,functional
22846,functional
49139,non functional
38322,non functional
4018,functional
49037,functional
21516,functional
29893,functional
45610,functional
57066,functional
9430,functional
47875,functional
42128,functional
4184,non functional
42,functional
12325,functional needs repair
8771,functional
23300,functional
54599,functional
28234,functional
10532,non functional
52543,non functional
46546,non functional
8273,functional
35699,functional
6071,non functional
1316,functional
20294,non functional
11793,non functional
33136,functional
32581,functional
36863,functional
32465,functional
31838,non functional
33527,functional
11267,functional
15570,functional
48840,non functional
43997,functional
17536,functional
41592,functional
34738,non functional
57361,functional
57101,functional
44929,functional
26703,non functional
55025,functional
41683,functional
22789,functional
23569,non functional
17109,non functional
23191,functional
1595,non functional
44429,functional
48465,functional
29554,functional
18785,functional
53935,non functional
18075,functional
4111,functional
18597,non functional
37461,non functional
30194,functional
18994,functional
24008,functional needs repair
34887,non functional
967,functional
5040,functional
14107,functional
56688,functional
33045,functional
4979,functional
28593,functional
29544,functional
47941,functional
2543,non functional
55124,functional
21003,functional
28875,non functional
22304,non functional
52278,functional
18681,non functional
39362,functional
33825,non functional
855,functional
29157,functional needs repair
53684,non functional
4890,functional needs repair
685,non functional
45494,functional needs repair
18269,non functional
43610,functional
54727,functional
17850,non functional
52028,non functional
25950,non functional
54018,functional
12597,functional
55064,functional
20553,functional
58227,functional
8253,functional
32035,non functional
11669,functional
15218,functional needs repair
3098,non functional
30460,non functional
5057,non functional
17809,functional
27680,functional
57478,non functional
26980,non functional
19724,non functional
32110,non functional
26532,functional
22818,non functional
35967,non functional
30780,functional
11552,non functional
30590,functional needs repair
5805,non functional
40329,functional
4317,non functional
34472,functional
24630,non functional
37830,non functional
35377,non functional
48678,functional
29977,functional
53177,functional
58658,functional
17952,non functional
57834,non functional
24576,functional
32272,non functional
39954,functional
32012,functional
28565,non functional
1874,functional
24971,functional
28609,functional
51701,non functional
8476,functional
4114,non functional
1948,functional needs repair
58937,functional
12594,non functional
37749,non functional
39038,non functional
17682,functional
39455,non functional
39648,non functional
45534,functional
10502,functional
40980,non functional
48665,functional
33672,non functional
58312,functional
23160,non functional
24172,functional
85,non functional
1602,non functional
14224,functional
23256,non functional
18642,non functional
20218,functional needs repair
42501,non functional
26075,functional
53785,functional needs repair
33383,non functional
58685,non functional
35845,functional needs repair
15071,non functional
29064,non functional
18300,functional
5685,non functional
17182,functional
8356,non functional
42316,non functional
20987,non functional
56041,functional
52990,functional
8266,non functional
36568,functional
13622,non functional
11687,functional
39416,non functional
32248,non functional
13961,non functional
23482,non functional
51569,functional
36975,functional
28912,non functional
16684,functional
5535,functional needs repair
13632,non functional
56616,functional
38299,functional needs repair
13377,functional
9593,non functional
2423,functional
26197,functional
27506,functional
34837,functional
31943,functional
50344,functional
11096,functional
6800,functional
7208,functional
13668,functional needs repair
34697,functional
25220,functional
11179,non functional
39813,functional
30397,non functional
58087,functional
25288,functional
45536,non functional
30839,functional
10593,non functional
10309,non functional
58801,functional
27136,functional
20414,non functional
49036,functional
17474,non functional
51448,functional
42874,functional needs repair
57883,functional
32846,functional
2267,functional
56891,non functional
22367,functional
51356,non functional
20119,functional
22832,functional
7774,functional
4006,functional
364,non functional
4217,non functional
46369,functional needs repair
21757,non functional
33112,functional
16523,functional
56145,non functional
32928,non functional
25380,functional
4821,non functional
43864,functional needs repair
11791,functional
3234,non functional
46954,non functional
36732,functional
12378,functional
17118,non functional
58252,functional
28273,functional
52773,functional
59239,functional
37910,functional needs repair
29551,functional
28709,non functional
24694,functional needs repair
5748,functional
47894,non functional
26350,non functional
57233,functional
21141,non functional
24111,functional
4501,non functional
49316,functional
14100,functional
37976,functional
46722,non functional
35210,functional
1547,functional
18262,functional
7014,non functional
45385,functional
46766,functional
6376,non functional
10880,non functional
9998,non functional
18573,functional
11443,functional
58542,functional
33243,non functional
7182,functional
27519,non functional
6464,functional needs repair
50958,functional
25196,non functional
22320,non functional
42342,functional
6367,functional
58964,functional
58364,functional
39693,functional
4062,functional needs repair
26553,non functional
40864,functional
46273,non functional
36886,functional
26965,functional
35811,functional
40487,non functional
2753,functional needs repair
52445,functional
31642,functional
18261,functional
35141,functional
3592,functional
53214,non functional
17672,functional
53146,non functional
30775,functional
40575,functional
36799,functional
49643,non functional
972,non functional
58699,non functional
12979,non functional
19411,functional
55163,non functional
1811,functional
12223,non functional
32962,functional
28251,non functional
10219,functional
28415,functional
28405,functional needs repair
39964,functional
32455,functional needs repair
21274,functional
22956,functional
5662,non functional
8630,non functional
53475,non functional
42802,functional
56724,functional
12696,non functional
3039,non functional
7988,functional
51664,functional
12662,functional
13333,functional
47993,functional needs repair
36868,non functional
58908,functional
